"N° ordine
(ex ID
Sepack)"	ID Sepack	Data Evasione	Richiedente	Nome pacchetto carta	"Descrizione campione
(Ex Identificazione del campione)
"	Codice analisi	"valore
(ex Nota parametro/analisi richiesta)"	"NotaParam
(Ex Nota generale sul campione)"
25-000629	25LD01491	2025-07-28	SIT S.P.A.		1046220010 - P20088MS035Z - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15pfD516)	1601UE	10gg 40°C	
25-000629	25LD01491	2025-07-28	SIT S.P.A.		1046220010 - P20088MS035Z - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15pfD516)	1602UE	10gg 40°C	
25-000629	25LD01491	2025-07-28	SIT S.P.A.		1046220010 - P20088MS035Z - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15pfD516)	1604UE	10gg 40°C	
25-000629	25LD01491	2025-07-28	SIT S.P.A.		1046220010 - P20088MS035Z - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15pfD516)	6015B	10gg 60°C	
25-000629	25LD01492	2025-07-28	SIT S.P.A.		1046220010 - P20088MS035Z - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15pfD516)	1123SQ		
25-000629	25LD01492	2025-07-28	SIT S.P.A.		1046220010 - P20088MS035Z - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15pfD516)	1124SQ		
25-000630	25LD01493	2025-07-28	SIT S.P.A.		1046151010 - P20088MS035V - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15 pfZSY)	1601UE	10gg 40°C	
25-000630	25LD01493	2025-07-28	SIT S.P.A.		1046151010 - P20088MS035V - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15 pfZSY)	1602UE	10gg 40°C	
25-000630	25LD01493	2025-07-28	SIT S.P.A.		1046151010 - P20088MS035V - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15 pfZSY)	1604UE	10gg 40°C	
25-000630	25LD01493	2025-07-28	SIT S.P.A.		1046151010 - P20088MS035V - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15 pfZSY)	6015B	10gg 60°C	
25-000630	25LD01494	2025-07-28	SIT S.P.A.		1046151010 - P20088MS035V - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15 pfZSY)	1123SQ		
25-000630	25LD01494	2025-07-28	SIT S.P.A.		1046151010 - P20088MS035V - COEX 20 + COEX MET PEL 15 (20 pfTUL + 15 pfZSY)	1124SQ		
25-000631	25LD01495	2025-07-11	BARILLA G. E R. FRATELLI S.P.A.		film Beau&Bon BRJ prima fornitura 06/2025	1123SQ		siamo in attesa di conferma id e anche di conferma se vuole RT in doppia lingua
25-000631	25LD01495	2025-07-11	BARILLA G. E R. FRATELLI S.P.A.		film Beau&Bon BRJ prima fornitura 06/2025	1124SQ		siamo in attesa di conferma id e anche di conferma se vuole RT in doppia lingua
25-000632	25LD01496	2025-07-28	ECOL STUDIO SPA		25LD04149	1127SQE95		
25-000632	25LD01497	2025-07-28	ECOL STUDIO SPA		25LD04150	1127SQE95		
25-000633	25LD01498	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	1604UE	10gg 40°C	espressione dei risultati in mg/oggetto -  richiesta del cliente valutazione volume minimo, allestiamo considerando che il tappo vada a chiudere la confezione con 100 gr di prodotto biscotti.
25-000633	25LD01498	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	1501B	10gg 60°C	espressione dei risultati in mg/oggetto -  richiesta del cliente valutazione volume minimo, allestiamo considerando che il tappo vada a chiudere la confezione con 100 gr di prodotto biscotti.
25-000633	25LD01498	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	1625D2	10gg 40°C	 richiesta del cliente valutazione volume minimo, allestiamo considerando che il tappo vada a chiudere la confezione con 100 gr di prodotto biscotti.
25-000633	25LD01498	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	1342D2	10gg 60°C	espressione dei risultati in mg/oggetto -  richiesta del cliente valutazione volume minimo, allestiamo considerando che il tappo vada a chiudere la confezione con 100 gr di prodotto biscotti.
25-000633	25LD01498	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	1466D2	10gg 60°C	 richiesta del cliente valutazione volume minimo, allestiamo considerando che il tappo vada a chiudere la confezione con 100 gr di prodotto biscotti.
25-000633	25LD01498	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	1502B	10gg 60°C	espressione dei risultati in mg/oggetto -  richiesta del cliente valutazione volume minimo, allestiamo considerando che il tappo vada a chiudere la confezione con 100 gr di prodotto biscotti.
25-000633	25LD01498	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	6015B	10gg 60°C	espressione dei risultati in mg/oggetto - espressione dei risultati in mg/oggetto -  richiesta del cliente valutazione volume minimo, allestiamo considerando che il tappo vada a chiudere la confezione con 100 gr di prodotto biscotti.
25-000633	25LD01498	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	6060D2	10gg 60°C	espressione dei risultati in mg/oggetto -  richiesta del cliente valutazione volume minimo, allestiamo considerando che il tappo vada a chiudere la confezione con 100 gr di prodotto biscotti.
25-000633	25LD01498	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	1465CNT		 richiesta del cliente valutazione volume minimo, allestiamo considerando che il tappo vada a chiudere la confezione con 100 gr di prodotto biscotti.
25-000633	25LD01499	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	1123SQ		
25-000633	25LD01499	2025-07-28	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	1124SQ		
25-000633	25LD01500	2025-08-01	ANFOSSI S.R.L.		CAPSULA NU BISCUITS ROSSA	0006_EXT		
25-000634	25LD01501	2025-07-28	AMCOR FLEXIBLES ITALIA S.R.L.		63274720 – campione NON OK	9067_EXT		
25-000634	25LD01502	2025-07-28	AMCOR FLEXIBLES ITALIA S.R.L.		63276069 – campione NON OK	9067_EXT		
25-000634	25LD01503	2025-07-28	AMCOR FLEXIBLES ITALIA S.R.L.		63275638 – campione NON OK	9067_EXT		
25-000634	25LD01504	2025-07-28	AMCOR FLEXIBLES ITALIA S.R.L.		63275307 – campione OK	9067_EXT		
25-000634	25LD01505	2025-07-28	AMCOR FLEXIBLES ITALIA S.R.L.		63275639 – campione OK	9067_EXT		
25-000634	25LD01506	2025-07-28	AMCOR FLEXIBLES ITALIA S.R.L.		63275322 – campione OK	9067_EXT		
25-000635	25LD01507	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		409633-135/2025	0007		prove in triplo
25-000635	25LD01507	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		409633-135/2025	1123SQ		prove in triplo - caricare cromatogramma
25-000635	25LD01507	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		409633-135/2025	1124SQ	1 h 150°C	prove in triplo - caricare cromatogramma
25-000635	25LD01507	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		409633-135/2025	1127SQ		prove in triplo
25-000635	25LD01507	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		409633-135/2025	3016M		prove in triplo
25-000635	25LD01508	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		497-1/2025	1255E95	10gg 20°C	prove in triplo
25-000635	25LD01508	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		497-1/2025	6088E95_EXT_KOR	10gg 20°C	prove in triplo
25-000635	25LD01508	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		497-1/2025	6089E95_EXT_KOR	10gg 20°C	prove in triplo
25-000635	25LD01508	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		497-1/2025	0007		prove in triplo
25-000635	25LD01508	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		497-1/2025	1123SQ		prove in triplo  - caricare cromatogramma
25-000635	25LD01508	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		497-1/2025	1124SQ	1 h 150°C	prove in triplo  - caricare cromatogramma
25-000635	25LD01508	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		497-1/2025	1127SQ		prove in triplo  - caricare cromatogramma
25-000635	25LD01508	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		497-1/2025	3016M		prove in triplo
25-000636	25LD01509	2025-07-28	KELSEN GROUP A/S		Kinder Foil 55005543 batch *133446 (Supplier lot 6028520010)	1113C		
25-000636	25LD01510	2025-07-28	KELSEN GROUP A/S		Delacre Foil 55006307 batch *133479 (Supplier lot 6028732010)	1113C		
25-000637	25LD01511	2025-08-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 5 - test stampa Granturchese su 25+8 (stampa Sacc 4/07/25) - carta kraft 25g /PP 8my	9029A_EXT	10gg 60°C	
25-000637	25LD01511	2025-08-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 5 - test stampa Granturchese su 25+8 (stampa Sacc 4/07/25) - carta kraft 25g /PP 8my	9029B_EXT	10gg 60°C	
25-000637	25LD01511	2025-08-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 5 - test stampa Granturchese su 25+8 (stampa Sacc 4/07/25) - carta kraft 25g /PP 8my	9029CNT_EXT		
25-000637	25LD01511	2025-08-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 5 - test stampa Granturchese su 25+8 (stampa Sacc 4/07/25) - carta kraft 25g /PP 8my	9029D2_EXT	10gg 60°C	
25-000637	25LD01512	2025-08-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 6 - test stampa Zagarine su 40+12 (stampa Sacc 4/07/25) - carta kraft 40g /PP 12my	9029A_EXT	10gg 60°C	
25-000637	25LD01512	2025-08-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 6 - test stampa Zagarine su 40+12 (stampa Sacc 4/07/25) - carta kraft 40g /PP 12my	9029B_EXT	10gg 60°C	
25-000637	25LD01512	2025-08-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 6 - test stampa Zagarine su 40+12 (stampa Sacc 4/07/25) - carta kraft 40g /PP 12my	9029CNT_EXT		
25-000637	25LD01512	2025-08-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 6 - test stampa Zagarine su 40+12 (stampa Sacc 4/07/25) - carta kraft 40g /PP 12my	9029D2_EXT	10gg 60°C	
25-000637	25LD01513	2025-08-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 7 - Anonimo 40+12 - carta kraft 40g /PP 12my	9029CNT_EXT		
25-000638	25LD01514	2025-07-18	POPLAST S.R.L. SOCIO UNICO		20 MISCELA FLEXO BRUSSA ddt 882 del 16/04/2025 822	1004		
25-000638	25LD01515	2025-07-18	POPLAST S.R.L. SOCIO UNICO		20 MISCELA FLEXO BRUSSA ddt 882 del 16/04/2025 822	1124SQ		
25-000638	25LD01516	2025-07-18	POPLAST S.R.L. SOCIO UNICO		21 ART. 20ID24/713 - MONDO NATURA FROLLINI GLASSATI (prodotto 27/05) 4068-10	1124SQ		
25-000638	25LD01517	2025-07-18	POPLAST S.R.L. SOCIO UNICO		22 ART. 20ID24/609 SELEX FROLLINO UOVO (prodotto 26/05) 3904-10	1124SQ		
25-000638	25LD01518	2025-07-18	POPLAST S.R.L. SOCIO UNICO		23 ART 20ID24/246 CONSILIA RISO (prodotto 27/05) 3910-10	1124SQ		
25-000639	25LD01519	2025-07-28	KENMARE SRL		Foglietti e sacchetti in HDPE J	1601UE	10gg 40°C	
25-000639	25LD01519	2025-07-28	KENMARE SRL		Foglietti e sacchetti in HDPE J	1602UE	10gg 40°C	
25-000639	25LD01519	2025-07-28	KENMARE SRL		Foglietti e sacchetti in HDPE J	1604UE	10gg 40°C	
25-000639	25LD01519	2025-07-28	KENMARE SRL		Foglietti e sacchetti in HDPE J	1501B	10gg 60°C	
25-000639	25LD01519	2025-07-28	KENMARE SRL		Foglietti e sacchetti in HDPE J	1502B	10gg 60°C	
25-000639	25LD01519	2025-07-28	KENMARE SRL		Foglietti e sacchetti in HDPE J	6015B	10gg 60°C	
25-000639	25LD01520	2025-07-28	KENMARE SRL		Guanti in HDPE BG	1123SQ		
25-000639	25LD01520	2025-07-28	KENMARE SRL		Guanti in HDPE BG	1124SQ		
25-000639	25LD01521	2025-07-28	KENMARE SRL		Guanti in nitrile INT	1123SQ		
25-000639	25LD01521	2025-07-28	KENMARE SRL		Guanti in nitrile INT	1124SQ		
25-000640	25LD01522	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA PERGAMIN MARRONE STAMPATI B-NEW / PASTRY PAPER CUPS IN BROWN PAPER GOLD PRINT B-NEW	1502DEF	a freddo	ex campione 25LD01215
25-000640	25LD01522	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA PERGAMIN MARRONE STAMPATI B-NEW / PASTRY PAPER CUPS IN BROWN PAPER GOLD PRINT B-NEW	1502FRF_EXT	a freddo	ex campione 25LD01215
25-000640	25LD01522	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA PERGAMIN MARRONE STAMPATI B-NEW / PASTRY PAPER CUPS IN BROWN PAPER GOLD PRINT B-NEW	1660A_EXT	procedura A	ex campione 25LD01215
25-000640	25LD01522	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA PERGAMIN MARRONE STAMPATI B-NEW / PASTRY PAPER CUPS IN BROWN PAPER GOLD PRINT B-NEW	1660B_EXT	procedura A	ex campione 25LD01215
25-000640	25LD01522	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA PERGAMIN MARRONE STAMPATI B-NEW / PASTRY PAPER CUPS IN BROWN PAPER GOLD PRINT B-NEW	1660C_EXT	procedura A	ex campione 25LD01215
25-000640	25LD01522	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA PERGAMIN MARRONE STAMPATI B-NEW / PASTRY PAPER CUPS IN BROWN PAPER GOLD PRINT B-NEW	1660D_EXT	procedura A	ex campione 25LD01215
25-000640	25LD01523	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA ST. COLORATA B - / PASTRY PAPER CUPS COLORED PRINTED B	1502DEF	a freddo	ex campione 25LD01217
25-000640	25LD01523	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA ST. COLORATA B - / PASTRY PAPER CUPS COLORED PRINTED B	1502FRF_EXT	a freddo	ex campione 25LD01217
25-000640	25LD01523	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA ST. COLORATA B - / PASTRY PAPER CUPS COLORED PRINTED B	1660A_EXT	procedura A	ex campione 25LD01217
25-000640	25LD01523	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA ST. COLORATA B - / PASTRY PAPER CUPS COLORED PRINTED B	1660B_EXT	procedura A	ex campione 25LD01217
25-000640	25LD01523	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA ST. COLORATA B - / PASTRY PAPER CUPS COLORED PRINTED B	1660C_EXT	procedura A	ex campione 25LD01217
25-000640	25LD01523	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA ST. COLORATA B - / PASTRY PAPER CUPS COLORED PRINTED B	1660D_EXT	procedura A	ex campione 25LD01217
25-000640	25LD01524	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA CIANO/ PASTRY PAPER CUPS HIGH TEMPERATURE INKS – CYAN	1660A_EXT	procedura D	ex campione 25LD00839
25-000640	25LD01524	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA CIANO/ PASTRY PAPER CUPS HIGH TEMPERATURE INKS – CYAN	1660B_EXT	procedura D	ex campione 25LD00839
25-000640	25LD01524	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA CIANO/ PASTRY PAPER CUPS HIGH TEMPERATURE INKS – CYAN	1660C_EXT	procedura D	ex campione 25LD00839
25-000640	25LD01524	2025-07-28	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA CIANO/ PASTRY PAPER CUPS HIGH TEMPERATURE INKS – CYAN	1660D_EXT	procedura D	ex campione 25LD00839
25-000641	25LD01525	2025-07-28	ECOL STUDIO SPA		25LD04076	6127C_BfR	LOQ: 0.5mg/kgFood	per le prove in doppio prendere il campione 25LD04076 già analizzato in precedenza
25-000642	25LD01526	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		rPET Flakes / JBF / RM 2070 / 10092103/ EX00004778	0007_INT		prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01526	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		rPET Flakes / JBF / RM 2070 / 10092103/ EX00004778	1123SQ	caricare anche cromatogramma	prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01526	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		rPET Flakes / JBF / RM 2070 / 10092103/ EX00004778	1124SQ	1 h 150°C - caricare anche cromatogramma	prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01526	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		rPET Flakes / JBF / RM 2070 / 10092103/ EX00004778	1127SQ	caricare anche cromatogramma	prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01526	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		rPET Flakes / JBF / RM 2070 / 10092103/ EX00004778	3016M		prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01527	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		Foil Line 5 / EX00004778 / 300 microns / 10092103	1255E95	10gg 40°C	prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01527	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		Foil Line 5 / EX00004778 / 300 microns / 10092103	6088E95_EXT_KOR	10gg 40°C	prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01527	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		Foil Line 5 / EX00004778 / 300 microns / 10092103	6089E95_EXT_KOR	10gg 40°C	prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01527	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		Foil Line 5 / EX00004778 / 300 microns / 10092103	0007_INT		prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01527	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		Foil Line 5 / EX00004778 / 300 microns / 10092103	1123SQ	caricare anche cromatogramma	prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01527	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		Foil Line 5 / EX00004778 / 300 microns / 10092103	1124SQ	1 h 150°C - caricare anche cromatogramma	prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01527	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		Foil Line 5 / EX00004778 / 300 microns / 10092103	1127SQ	caricare anche cromatogramma	prove in triplo - Coexpan Deutschland GmbH
25-000642	25LD01527	2025-07-28	KÖR INNOVATIONS GERMANY GMBH		Foil Line 5 / EX00004778 / 300 microns / 10092103	3016M		prove in triplo - Coexpan Deutschland GmbH
25-000643	25LD01528	2025-07-28	ROTOFIL S.R.L.		FILM PET ALOX REEL N. K000176298 - Lotto SLD06925	1113C		in cartella commessa sono salvati i risultati del cliente, scopo è verificare cosa sia il picco sconosciuto presente nel loro GC-FID
25-000643	25LD01529	2025-07-28	ROTOFIL S.R.L.		FILM PET ALOX REEL N. K000176298 - Lotto SLD06925	1124SQ		in cartella commessa sono salvati i risultati del cliente, scopo è verificare cosa sia il picco sconosciuto presente nel loro GC-FID
25-000644	25LD01530	2025-07-28	ECOL STUDIO SPA		25LD04435	1127SQ	Campione Kor	
25-000644	25LD01531	2025-07-28	ECOL STUDIO SPA		25LD04436	1127SQ	Campione Kor	
25-000645	25LD01532	2025-07-28	GUALAPACK PHARMA S.R.L.		Carta/mPET/PE con stampa	1701IMB		
25-000645	25LD01532	2025-07-28	GUALAPACK PHARMA S.R.L.		Carta/mPET/PE con stampa	1705IMB		
25-000645	25LD01533	2025-07-28	GUALAPACK PHARMA S.R.L.		Carta/mPET/PE con stampa	1123SQ		RT in inglese - confrontare con campione supporto senza stampa associato
25-000645	25LD01533	2025-07-28	GUALAPACK PHARMA S.R.L.		Carta/mPET/PE con stampa	1124SQ		RT in inglese - confrontare con campione supporto senza stampa associato
25-000645	25LD01534	2025-07-16	GUALAPACK PHARMA S.R.L.		Carta/mPET/PE senza stampa	0000		da utilizzare come supporto analisi per confronto con campione stampato
25-000645	25LD01535	2025-07-28	GUALAPACK PHARMA S.R.L.		Carta/mPET/PE senza stampa	1701IMB		
25-000645	25LD01535	2025-07-28	GUALAPACK PHARMA S.R.L.		Carta/mPET/PE senza stampa	1705IMB		
25-000645	25LD01536	2025-07-28	GUALAPACK PHARMA S.R.L.		Alluminio con stampa	1123SQ		RT in inglese - confrontare con campione supporto senza stampa associato
25-000645	25LD01536	2025-07-28	GUALAPACK PHARMA S.R.L.		Alluminio con stampa	1124SQ		RT in inglese - confrontare con campione supporto senza stampa associato
25-000645	25LD01537	2025-07-28	GUALAPACK PHARMA S.R.L.		Alluminio con stampa	1701IMB		
25-000645	25LD01537	2025-07-28	GUALAPACK PHARMA S.R.L.		Alluminio con stampa	1705IMB		
25-000645	25LD01538	2025-07-16	GUALAPACK PHARMA S.R.L.		Alluminio senza stampa	0000		da utilizzare come supporto analisi per confronto con campione stampato
25-000645	25LD01539	2025-07-28	GUALAPACK PHARMA S.R.L.		Alluminio senza stampa	1701IMB		
25-000645	25LD01539	2025-07-28	GUALAPACK PHARMA S.R.L.		Alluminio senza stampa	1705IMB		
25-000646	25LD01540	2025-07-31	VETRORESINA SENIO S.R.L.		Silos in vetroresina	1125	10gg 40°C	ex campione 25LD00863 (25LD00862, 25LD00865)
25-000647	25LD01541	2025-08-07	SIT S.P.A.		1046985010 - P10008TS035N - Overprint DFC varnish + PP CAST twist	1601UE	10gg 40°C	total immersion per metalli e OM
25-000647	25LD01541	2025-08-07	SIT S.P.A.		1046985010 - P10008TS035N - Overprint DFC varnish + PP CAST twist	1602UE	10gg 40°C	total immersion per metalli e OM
25-000647	25LD01541	2025-08-07	SIT S.P.A.		1046985010 - P10008TS035N - Overprint DFC varnish + PP CAST twist	1604UE	10gg 40°C	total immersion per metalli e OM
25-000647	25LD01541	2025-08-07	SIT S.P.A.		1046985010 - P10008TS035N - Overprint DFC varnish + PP CAST twist	6015B	10gg 60°C	total immersion per metalli e OM
25-000647	25LD01542	2025-08-07	SIT S.P.A.		1046985010 - P10008TS035N - Overprint DFC varnish + PP CAST twist	1123SQ		
25-000647	25LD01542	2025-08-07	SIT S.P.A.		1046985010 - P10008TS035N - Overprint DFC varnish + PP CAST twist	1124SQ		
25-000648	25LD01545	2025-08-07	SIT S.P.A.		1046743010 - V20088TS0400 - COEX 20 + COEX 20	1601UE	10gg 40°C	
25-000648	25LD01545	2025-08-07	SIT S.P.A.		1046743010 - V20088TS0400 - COEX 20 + COEX 20	1602UE	10gg 40°C	
25-000648	25LD01545	2025-08-07	SIT S.P.A.		1046743010 - V20088TS0400 - COEX 20 + COEX 20	1604UE	10gg 40°C	
25-000648	25LD01545	2025-08-07	SIT S.P.A.		1046743010 - V20088TS0400 - COEX 20 + COEX 20	6015B	10gg 60°C	
25-000648	25LD01545	2025-08-07	SIT S.P.A.		1046743010 - V20088TS0400 - COEX 20 + COEX 20	1701IMB		
25-000648	25LD01545	2025-08-07	SIT S.P.A.		1046743010 - V20088TS0400 - COEX 20 + COEX 20	1705IMB		
25-000648	25LD01546	2025-08-07	SIT S.P.A.		1046743010 - V20088TS0400 - COEX 20 + COEX 20	1123SQ		
25-000648	25LD01546	2025-08-07	SIT S.P.A.		1046743010 - V20088TS0400 - COEX 20 + COEX 20	1124SQ		
25-000649	25LD01547	2025-08-15	GUALA PACK S.P.A		Tappo ZYP, commessa 750325/Z	1622B	10gg 40°C	Peso: 2.22 gr, Superficie: 5245mm2, risultati da esprimere in mg/dm2 come da richiesta cliente
25-000649	25LD01547	2025-08-15	GUALA PACK S.P.A		Tappo ZYP, commessa 750325/Z	1625D2	10gg 40°C	Peso: 2.22 gr, Superficie: 5245mm2, risultati da esprimere in mg/dm2 come da richiesta cliente
25-000649	25LD01547	2025-08-15	GUALA PACK S.P.A		Tappo ZYP, commessa 750325/Z	6105B4%	4h a 100°C + 10gg 60°C	Peso: 2.22 gr, Superficie: 5245mm2, risultati da esprimere in mg/dm2 come da richiesta cliente - non indicare alcun limite poichè solo valutazione per cliente
25-000649	25LD01547	2025-08-15	GUALA PACK S.P.A		Tappo ZYP, commessa 750325/Z	6105E95	16gg 60°C	Peso: 2.22 gr, Superficie: 5245mm2, risultati da esprimere in mg/dm2 come da richiesta cliente
25-000649	25LD01547	2025-08-15	GUALA PACK S.P.A		Tappo ZYP, commessa 750325/Z	6105ISO	3h a 60° + 10gg a 20°C	Peso: 2.22 gr, Superficie: 5245mm2, risultati da esprimere in mg/dm2 come da richiesta cliente
25-000650	25LD01548	2025-07-22	MATPER SRL		250839 - ACIDO ACETICO 3% DA PROVA MIGRAZIONE	1501_lettura		
25-000650	25LD01548	2025-07-22	MATPER SRL		250839 - ACIDO ACETICO 3% DA PROVA MIGRAZIONE	1502_lettura		
25-000651	25LD01549	2025-08-08	JOEPLAST SPA		BUSTA PER PRODOTTI DA FORNO IN PE + BARRIERA MOSH, MOAH - LOTTO A02-436/2025	3006	10gg 40°C	il cliente ha a disposizione RT della concorrenza eseguito da noi al quale fare riferimento per analisi e refertazione: RT 24LD01747
25-000652	25LD01550	2025-07-18	PLASTIC LEGNO SPA		Vaschetta 100010069B.051C	1123SQ		ex campione 25LD01463 - campionare zona esterna della vaschetta in cui è presente la macchia, con lavaggio solvente
25-000653	25LD01551	2025-08-11	SIT S.P.A.		1048396_10 - P30888US1000 - BOT 12 + COEX WHITE MET 28 + PP PEEL 60	1601UE	10gg 40°C	
25-000653	25LD01551	2025-08-11	SIT S.P.A.		1048396_10 - P30888US1000 - BOT 12 + COEX WHITE MET 28 + PP PEEL 60	1602UE	10gg 40°C	
25-000653	25LD01551	2025-08-11	SIT S.P.A.		1048396_10 - P30888US1000 - BOT 12 + COEX WHITE MET 28 + PP PEEL 60	1604UE	10gg 40°C	
25-000653	25LD01551	2025-08-11	SIT S.P.A.		1048396_10 - P30888US1000 - BOT 12 + COEX WHITE MET 28 + PP PEEL 60	6015B	10gg 60°C	
25-000653	25LD01552	2025-08-11	SIT S.P.A.		1048396_10 - P30888US1000 - BOT 12 + COEX WHITE MET 28 + PP PEEL 60	1123SQ		
25-000653	25LD01552	2025-08-11	SIT S.P.A.		1048396_10 - P30888US1000 - BOT 12 + COEX WHITE MET 28 + PP PEEL 60	1124SQ		
25-000654	25LD01553	2025-08-11	SIT S.P.A.		6028693_10 - V20056BS0570 - NYLON 12 + PE WHITE 45	1601UE	10gg 40°C	
25-000654	25LD01553	2025-08-11	SIT S.P.A.		6028693_10 - V20056BS0570 - NYLON 12 + PE WHITE 45	1602UE	10gg 40°C	
25-000654	25LD01553	2025-08-11	SIT S.P.A.		6028693_10 - V20056BS0570 - NYLON 12 + PE WHITE 45	1604UE	10gg 40°C	
25-000654	25LD01553	2025-08-11	SIT S.P.A.		6028693_10 - V20056BS0570 - NYLON 12 + PE WHITE 45	6015B	10gg 60°C	
25-000654	25LD01554	2025-08-11	SIT S.P.A.		6028693_10 - V20056BS0570 - NYLON 12 + PE WHITE 45	1123SQ		
25-000654	25LD01554	2025-08-11	SIT S.P.A.		6028693_10 - V20056BS0570 - NYLON 12 + PE WHITE 45	1124SQ		
